310	CAD	Cole	Watson	2010-12-29	1	3578.00	a819de9f0f
346	FRF	Rachael	Martinez	2010-12-29	1	3399.00	a3ad664e01
346	USD	Sydney	Wright	2010-12-29	1	3399.00	ac7398b85b
336	USD	Ruben	Prasad	2010-12-29	1	699.00	e2e48e7ac2
346	AUD	Christy	Zhu	2010-12-29	1	3399.00	c7102c41bc
311	USD	Colin	Anand	2010-12-30	1	3578.00	962f00b629
310	AUD	Albert	Alvarez	2010-12-30	1	3578.00	6f9cfddb8b
351	AUD	Julio	Ruiz	2010-12-30	1	3374.00	e51b6626bf
344	AUD	Curtis	Lu	2010-12-30	1	3399.00	1b3b82cd8e
312	USD	Edward	Brown	2010-12-31	1	3578.00	e794a990c6
312	USD	Emma	Brown	2010-12-31	1	3578.00	ecf43c5766
330	GBP	Brad	Deng	2010-12-31	1	699.00	9d73028da5
313	AUD	Martha	Xu	2010-12-31	1	3578.00	ad3aaebc3d
314	AUD	Katrina	Raji	2010-12-31	1	3578.00	cc602284f1
314	USD	Courtney	Edwards	2011-01-01	1	3578.00	b1c885aa17
311	DEM	Abigail	Henderson	2011-01-01	1	3578.00	f50c89f062
310	USD	Sydney	Rogers	2011-01-02	1	3578.00	87769eaa68
311	GBP	Latasha	Alonso	2011-01-02	1	3578.00	27bc323ebe
314	AUD	Warren	Jai	2011-01-02	1	3578.00	3ed1a11521
311	AUD	Jonathon	Gutierrez	2011-01-02	1	3578.00	b04407428d
336	AUD	Alexandra	Watson	2011-01-02	1	699.00	bf4e402374
311	USD	Kevin	Gonzalez	2011-01-03	1	3578.00	00a7ec9aee
312	USD	Lucas	Hill	2011-01-03	1	3578.00	cfc46361b5
311	DEM	Melanie	Sanchez	2011-01-03	1	3578.00	ebbe6094bc
310	GBP	Louis	Xie	2011-01-03	1	3578.00	dfbd5028d8
312	GBP	Albert	Blanco	2011-01-04	1	3578.00	af5524ed3a
332	USD	Bonnie	Xu	2011-01-04	1	699.00	26cfff80f1
311	AUD	Misty	Raji	2011-01-04	1	3578.00	47194b1b72
311	DEM	Anne	Dominguez	2011-01-05	1	3578.00	7079cbd530
332	USD	Kelvin	Huang	2011-01-05	1	699.00	0ea0bbc44e
311	AUD	Logan	Gonzales	2011-01-05	1	3578.00	58bcc6d1ab
313	USD	Alyssa	Garcia	2011-01-06	1	3578.00	e7cda26d8c
346	GBP	Mayra	Prasad	2011-01-06	1	3399.00	04e7be54f3
346	USD	Garrett	Cooper	2011-01-06	1	3399.00	256c8d8d7b
314	AUD	Rosa	Zheng	2011-01-06	1	3578.00	e4e5ddb2cb
350	AUD	Alejandro	Beck	2011-01-06	1	3374.00	edef0af087
312	USD	Patrick	Cook	2011-01-06	1	3578.00	c3223dab40
312	USD	Richard	Brooks	2011-01-07	1	3578.00	1a42c0e317
310	AUD	Casey	Pal	2011-01-07	1	3578.00	8db4eb3d14
346	AUD	Ruben	Torres	2011-01-07	1	3399.00	adf4e80956
311	DEM	Lindsey	Andersen	2011-01-08	1	3578.00	02807d3a72
312	FRF	Melody	Ramos	2011-01-08	1	3578.00	025a3e30de
310	GBP	Phillip	Sai	2011-01-08	1	3578.00	be2c3814c7
312	AUD	Cory	Arun	2011-01-08	1	3578.00	e004834b47
310	USD	Jeremiah	Martinez	2011-01-09	1	3578.00	b91380ff1d
314	GBP	Tamara	Lal	2011-01-09	1	3578.00	44fb93f36b
347	AUD	Marco	Mehta	2011-01-09	1	3399.00	fd81ded671
313	AUD	Haley	Ward	2011-01-09	1	3578.00	db366ef58b
311	AUD	Manuel	Fernandez	2011-01-10	1	3578.00	7a9895867e
312	AUD	Kelvin	Liang	2011-01-10	1	3578.00	28e6fa5b46
314	USD	Christian	Jackson	2011-01-11	1	3578.00	3e69f410c2
313	USD	Alexandria	Hughes	2011-01-11	1	3578.00	6d7dfac29b
314	USD	Paige	Murphy	2011-01-11	1	3578.00	6943a567c4
311	FRF	Stacey	Lu	2011-01-11	1	3578.00	3e131d70d1
313	FRF	Darrell	Raji	2011-01-11	1	3578.00	f66eb7b655
311	DEM	Luke	Adams	2011-01-11	1	3578.00	b2e649f5a5
310	AUD	Tabitha	Arthur	2011-01-11	1	3578.00	45ede564f2
312	USD	Morgan	Phillips	2011-01-12	1	3578.00	47a2fd97bb
311	USD	Kayla	Long	2011-01-12	1	3578.00	97f0c4835a
332	GBP	Cedric	Liang	2011-01-12	1	699.00	7c9aecb078
350	AUD	Shannon	Wang	2011-01-12	1	3374.00	5c4c266e7d
310	USD	Jackson	Li	2011-01-13	1	3578.00	4e134b815b
310	DEM	Jon	Chander	2011-01-13	1	3578.00	0fbc312b17
314	AUD	Tiffany	Gao	2011-01-13	1	3578.00	f11283a392
310	AUD	Brenda	Fernandez	2011-01-13	1	3578.00	2c3b8e6c62
314	USD	Courtney	Carter	2011-01-14	1	3578.00	4a6f4de90e
313	AUD	Martha	Liang	2011-01-14	1	3578.00	32d97a63b6
310	AUD	Ebony	Ashe	2011-01-14	1	3578.00	38a8c30565
346	AUD	Jacquelyn	Suarez	2011-01-14	1	3399.00	d70f74427a
313	AUD	Krystal	Holt	2011-01-15	1	3578.00	d8a511a383
350	AUD	Eugene	Huang	2011-01-15	1	3374.00	c1e319fb6f
312	USD	Evan	Bailey	2011-01-16	1	3578.00	430388e71f
312	CAD	Gabrielle	Jenkins	2011-01-16	1	3578.00	c393c8ef81
312	USD	Warren	Ye	2011-01-16	1	3578.00	21af7d2393
330	USD	Ashley	Washington	2011-01-16	1	699.00	ebc1d0a6bf
312	AUD	Damien	Huang	2011-01-16	1	3578.00	16e5463ec8
314	AUD	Arthur	Perez	2011-01-16	1	3578.00	832d984943
313	AUD	Roy	Raman	2011-01-16	1	3578.00	4378ef0dd6
347	AUD	Jessie	Zhao	2011-01-16	1	3399.00	d5bc44678e
314	DEM	James	Flores	2011-01-17	1	3578.00	60f1b74ef0
311	AUD	Troy	Sai	2011-01-17	1	3578.00	4b39e177c1
345	AUD	Clarence	Rai	2011-01-17	1	3399.00	73db9e2a4d
326	AUD	Warren	Zhang	2011-01-17	1	699.00	2dab81c4a9
311	FRF	Melody	Diaz	2011-01-18	1	3578.00	75aef89305
312	AUD	Monique	Ramos	2011-01-18	1	3578.00	17666c57ab
312	AUD	Melvin	She	2011-01-18	1	3578.00	6ace6fdff6
312	AUD	Cameron	Thompson	2011-01-18	1	3578.00	2703f08ad3
310	USD	Jessica	Sanchez	2011-01-19	1	3578.00	fafdbde6eb
311	FRF	Ivan	Raman	2011-01-19	1	3578.00	1e83d6e5a4
344	DEM	Don	Lal	2011-01-19	1	3399.00	79d6d0e14c
351	GBP	Latoya	Goel	2011-01-19	1	3374.00	9ee9a84162
351	USD	Tristan	Butler	2011-01-19	1	3374.00	cc0fd9e7fe
344	USD	Abigail	Perry	2011-01-19	1	3399.00	6c2182c3bd
314	AUD	Dustin	Lal	2011-01-19	1	3578.00	2cd3507b35
312	AUD	Andres	Lal	2011-01-19	1	3578.00	164b80a8f1
344	AUD	Jon	Yang	2011-01-19	1	3399.00	99ddc70f3d
347	AUD	Jimmy	Moreno	2011-01-19	1	3399.00	a9097b5f7f
312	USD	Maria	Henderson	2011-01-20	1	3578.00	d8ac15b630
342	FRF	Jaime	Gomez	2011-01-20	1	699.00	67a0c21406
312	AUD	Francis	Ramos	2011-01-20	1	3578.00	8a67647e7f
310	AUD	Tonya	She	2011-01-20	1	3578.00	9afa8fbe76
312	AUD	Danny	Gomez	2011-01-20	1	3578.00	0d2ce315a2
311	CAD	Brittany	Gonzales	2011-01-21	1	3578.00	2265165b65
311	GBP	Blake	Butler	2011-01-21	1	3578.00	4978a52949
312	FRF	Armando	Moreno	2011-01-21	1	3578.00	bba67bcd67
314	CAD	Alexa	Sanders	2011-01-22	1	3578.00	066e23c41a
310	GBP	Savannah	Morris	2011-01-22	1	3578.00	df3f710c6b
328	USD	Samuel	Hernandez	2011-01-22	1	699.00	ee9bf2ee1b
312	AUD	Sandra	Huang	2011-01-22	1	3578.00	a0d7895a4d
312	FRF	Ernest	Lin	2011-01-23	1	3578.00	622415ed9f
313	DEM	Allen	Garcia	2011-01-23	1	3578.00	9528623adf
310	AUD	Fernando	Thompson	2011-01-23	1	3578.00	74c0c2cb69
345	AUD	Elizabeth	Johnson	2011-01-23	1	3399.00	96f72458ed
346	AUD	Harold	Sai	2011-01-23	1	3399.00	9dce30f253
312	USD	Bianca	Zheng	2011-01-24	1	3578.00	03e5aac51e
350	FRF	Frederick	Suri	2011-01-24	1	3374.00	4641eaa945
350	USD	Tristan	Perry	2011-01-24	1	3374.00	9a0d9e34b0
311	AUD	Jordyn	Simmons	2011-01-24	1	3578.00	b9e0e4749f
314	AUD	Dawn	Tang	2011-01-24	1	3578.00	870a245b53
310	AUD	Yolanda	Chander	2011-01-24	1	3578.00	6627e5ce49
312	AUD	Dominique	Garcia	2011-01-24	1	3578.00	68a5daeb8f
